Name,Price,Stars,Score,Spoken Language,Reviews,Location,Floors,Rooms,Resturents,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Elevator,Hair Dryer,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score
Shade Poshtel Phuket,77,3 star,"8.3
Excellent
83 reviews","English, Thai",83 reviews,"101/31 Bypass Square, Chalerm Phrakiet Rama 9 Road, Phuket Town, Phuket, Thailand, 83130",220,,2017,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0,8.8,8.4,7.6,8.7,8.6
Be Baan Paradise Hotel SHA EXTRA PLUS,38,2 star,"8.1
Excellent
672 reviews","English, Burmese, Chinese [Mandarin], Dutch, Filipino, French, Thai",672 reviews,"141/18-21 Rat-Uthit Road, Kathu, Patong, Phuket, Thailand, 83150",5,28,1,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,0,8.0,7.1,8.8,8.4,7.8
Red Planet Phuket Patong (SHA Plus+),51,3 star,"7.9
Very good
2,194 reviews","English, Thai","2,194 reviews","Raj – Uthit 200 Pee Road, Patong, Phuket, Thailand, 83120",2012,,,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,3,8.3,7.0,8.2,7.8,8.3
Beehive Phuket Oldtown Hostel,49,2 star,"8.4
Excellent
650 reviews","English, Thai",650 reviews,"2/45, Montree Road, Phuket Town, Phuket, Thailand, 83000",220,2018,2014,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,0,8.2,8.0,8.4,8.6,8.9
GO INN Phuket Old Town,49,3 star,"8.3
Excellent
530 reviews","English, Thai",530 reviews,"15/14 Montri Road, Talat Yai, Mueang Phuket, Phuket Town, Phuket, Thailand, 83000",,,,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0,8.8,8.3,9.2,8.5,9.0
Koh Yao Yai Village (SHA Extra Plus),274,4.5 star,"8.7
Excellent
2,809 reviews","English, Thai","2,809 reviews","78 Moo 4, Bann Klong Bon, Koh Yao Yai Sub-district, Koh Yao District, Phang-nga Province, Koh Yao Yai, Phuket, Thailand, 82160",65,2009,220,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,0,8.9,8.7,8.5,8.7,8.9
Kraam Silhouette Hotel and Cafe Phuket,JMI,4 star,"8.7
Excellent
11 reviews","English, Japanese, Thai",11 reviews,"45/5 moo.4, , Rawai, Phuket, Thailand, 83130",220,,,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,0,8.6,8.6,7.6,9.6,8.8
Sonya Residence,36,2 star,"8.4
Excellent
78 reviews","English, Thai",78 reviews,"80/11-12 Wattana Clinic St. Thaweewong Rd,Patong,Kathu, Phuket 83150, Thailand., Patong, Phuket, Thailand, 83150",,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0,8.2,7.3,9.3,9.0,8.1
Ritsurin Boutique Hotel (SHA Plus+),89,3 star,"9.0
Exceptional
749 reviews","English, Thai",749 reviews,"1/5 Mae Luan Road, Muang, Phuket Town, Phuket, Thailand, 83000",,,,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0,9.4,8.0,8.9,9.3,9.2
88 Hotel,60,3 star,"7.9
Very good
533 reviews","English, French, Thai",533 reviews,"88 Nanai Rd. , Patong, Phuket, Thailand, 83150",8,30,1,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,0,8.2,7.2,7.9,8.1,8.1
Maikhao Hotel managed by Centara (SHA Extra Plus),74,4 star,"6.8
Good
96 reviews","English, Filipino, French, German, Indonesian, Italian, Russian, Spanish, Thai",96 reviews,"151/34, Moo 4, Maikhao Beach, Mai Khao, Phuket, Thailand, 83110",,,,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,0,6.2,6.1,6.2,6.8,6.7
Hotel on Hilltop,109,4 star,"7.1
Very good
64 reviews","English, Chinese [Mandarin], Russian, Thai",64 reviews,"Fruit Valley Resort and Serviced Apartment 94/405 M.7 Kathu Sub-district, Kathu District, Kathu, Phuket, Thailand, 83120",3,28,1,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,0,7.3,6.5,6.7,8.5,7.1
Amora Beach Resort (SHA Extra Plus),159,4 star,"7.5
Very good
814 reviews","English, Thai",814 reviews,"322 Srisoonthorn Road, Cherngtalay, Thalang, Phuket, Thailand, 83110 , Bang Thao, Phuket, Thailand, 83110",3,257,1,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,0,7.6,7.1,7.6,7.1,7.5
The View Phuket,455,4 star,"8.7
Excellent
97 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Danish, French, Indonesian, Malay, Polish, Russian, Thai",97 reviews,"78/8 Patak Road, Karon, Kata Beach, PHUKET, Kata, Phuket, Thailand, 83100",220,,,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,0,9.0,8.5,8.2,8.8,8.8
JJ Residence Phuket Town,55,3 star,"7.9
Very good
202 reviews","English, Thai",202 reviews,"19/556 M.3 RATSADANUSORN RD. RATSADA MUEANG PHUKET 83000, Phuket Town, Phuket, Thailand, 83000",,,,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,0,8.3,7.8,7.6,8.0,8.6
Amarin Hotel Patong,36,3 star,"7.5
Very good
363 reviews","English, Hindi, Thai",363 reviews,"6/5 Chalermprakeat Road, Soi-Eden Patong, Patong, Phuket, Thailand, 83150",,,,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,False,0,7.1,6.2,7.9,7.6,7.1
Harmony Naturist Resort Rawai Phuket 18yr minimum age only nudist nake d FKK,JMI,0 star,"9.0
Exceptional
90 reviews","English, French, Thai",90 reviews,"96/5 Moo 6 Rawai Phuket, Nai Harn Beach, Phuket, Thailand, 83000",,,,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,0,9.4,9.0,8.5,9.3,9.6
Breezotel (SHA Certified),49,3 star,"8.5
Excellent
768 reviews","English, French, Malay, Thai",768 reviews,"162/151 Phangmueang Sai Kor Road Patong Kathu, Patong, Phuket, Thailand, 83150",1,220,48,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0,8.8,8.0,8.1,8.9,8.9
Black Pearl,42,2 star,"7.5
Very good
81 reviews","English, Finnish, German, Thai",81 reviews,"66/7-8 Soi Kebsap, Thaweewong Road, Patong, Phuket, Thailand, 83150",5,220,22,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,0,7.6,6.7,8.5,7.9,7.4
Memory Boutique Patong,53,3.5 star,"8.7
Excellent
2,546 reviews","English, Burmese, Danish, French, German, Italian, Thai","2,546 reviews","178/21 - 23 Pangmuang Sai Kor Rd., Patong, Phuket, Thailand, 83150",1,2013,28,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,0,8.8,8.2,8.4,9.4,9.0
Siri Hotel Phuket (SHA Plus+),45,2 star,"8.7
Excellent
180 reviews","English, Thai",180 reviews,"231 Yaowarat Road T.Talad North, Muang, Phuket Town, Phuket, Thailand, 83000",,,,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,0,9.0,8.2,9.2,9.0,8.9
Jula Place,58,3 star,"8.6
Excellent
367 reviews","English, Thai",367 reviews,"16/3, 16/6 Moo 8, Chaofa East Road, Chalong, Phuket, Thailand, 83130",,,,True,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,0,9.0,8.4,8.4,8.7,9.0
Amber Residence (SHA Plus+),58,3 star,"7.8
Very good
561 reviews","English, French, Italian, Thai",561 reviews,"195 Phrabaramee Road, Kathu, Patong, Phuket, Thailand, 83150 Tel.076-346265",,,,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,0,7.8,7.0,8.0,8.0,7.8
Sun Hill Hotel Patong,95,3 star,"9.7
Exceptional
3 reviews","English, German, Thai",3 reviews,"Soi Nanai Nueng, Sun Hill Hotel, Patong, Phuket, Thailand, 83150",,,,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,0,10.0,9.3,9.3,10.0,10.0
My Place Phuket Airport Mansion,75,2 star,"8.4
Excellent
1,627 reviews","English, Thai","1,627 reviews","14/9 Soi Naiyang16 Sakoo Subdistrict Thalang, Phuket Airport, Phuket, Thailand, 83110",,,,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,0,8.8,7.6,9.0,8.6,8.1
Phoenix Hotel Karon Beach,70,4 star,"7.9
Very good
106 reviews","English, Thai",106 reviews,"558/1-2 Patak Rd., Karon Beach, Karon, Phuket, Thailand, 83100",1,220,164,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,0,8.4,7.3,8.3,7.6,7.8
Baan Rosa,JMI,3 star,"9.3
Exceptional
118 reviews","English, French, Thai",118 reviews,"69/18 Moo 3, Bangtao Beach, Bang Thao, Phuket, Thailand, 83110",2012,,,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,0,9.5,8.5,9.0,9.2,9.7
Wings Phuket Villa by Two Villas Holiday,467,4 star,"8.3
Excellent
722 reviews","English, Thai",722 reviews,"68/80 Moo 4, Pasak Soi 8, Cherngtalay, Thalang District, Phuket, Bang Thao, Phuket, Thailand, 83110",18,2014,220,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,4,8.8,8.3,6.9,9.2,8.8
Journey Residence,134,2 star,"9.0
Exceptional
12 reviews","English, Thai",12 reviews,"78/22, M.3 Cherngtalay Tambon Choeng Thale, Bang Thao, Phuket, Thailand, 83110",,,,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,10.0,8.9,8.9,9.8,9.5
The Tint at Phuket Town Hotel (SHA Plus+),82,3 star,"8.7
Excellent
2,306 reviews","English, Lao, Thai","2,306 reviews","2/11 Dibuk Rd., T.Taladyai, Phuket Town, Phuket, Thailand, 83000",,,,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,0,8.9,8.2,9.0,8.7,8.9
Bougainvillea Terrace House,82,3 star,"8.3
Excellent
13 reviews","English, Thai",13 reviews,"86 Patak Road, 4 Floor ,12 Rooms, Kata, Phuket, Thailand, 83100",,,,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,0,9.3,9.3,6.0,8.3,7.3
Pipikuku Hotel & Restaurant,52,3 star,"8.3
Excellent
17 reviews","English, Spanish, Thai",17 reviews,"94/10 Sai Namyen Road, Patong, Phuket, Thailand, 83150",6,28,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,10.0,10.0,10.0,10.0,10.0
Laguna Holiday Club Phuket Resort,297,4 star,"8.1
Excellent
1,142 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Thai","1,142 reviews","61 Moo 4 Srisoonthorn Road,Cherngtalay, Thalang, Bang Thao, Phuket, Thailand, 83110",3,44,1,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,5,8.3,7.9,7.9,8.3,8.5
Thai Kamala Beach Front,117,3 star,"8.4
Excellent
646 reviews","English, Burmese, French, Russian, Thai",646 reviews,"93 Moo 3 Rim-Hard Road, Tambon Kamala, Kamala, Phuket, Thailand, 83150",,,,False,False,True,True,True,True,False,True,False,True,True,True,False,False,True,False,0,8.4,7.3,8.8,8.8,8.1
Sleepy Station Hostel,47,2 star,"8.4
Excellent
268 reviews","English, German, Russian, Thai",268 reviews,"27/11 Kade Kwan Road, Kata, Phuket, Thailand, 83100",,,,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,0,8.4,7.8,8.1,8.8,8.6
Baantonsai Garden Resort (SHA Extra Plus),39,2 star,"7.4
Very good
361 reviews","English, Thai",361 reviews,"186 Nanai Rd, Patong, Phuket, Thailand, 83150",107,2013,1998,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,0,7.6,6.8,7.7,5.9,7.3
Kata viewpoint resort,JMI,2 star,"7.8
Very good
22 reviews",Thai,22 reviews,"112 ถ. โคกโตนด, Kata, Phuket, Thailand, 83100",,,,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,0,4.0,False,False,False,False
Two Chefs Inn Guesthouse,108,3 star,"8.9
Excellent
387 reviews","English, Danish, Norwegian, Swedish, Thai",387 reviews,"243 Koktanod Rd. Karon, Muang, Phuket 83100, Kata, Phuket, Thailand, 83100",,,,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,0,8.9,8.5,9.3,8.2,9.2
Kata Garden Resort (SHA Plus+),63,3 star,"7.6
Very good
147 reviews","English, Thai",147 reviews,"32 Karon Rd., Kata, Phuket, Thailand, 83100",,,,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,0,7.4,7.0,8.6,7.3,7.9
Phuket Riviera Villas (SHA Plus+),102,3 star,"8.6
Excellent
156 reviews","English, Burmese, Italian, Thai",156 reviews,"95/23 Sayiuan Rd., Nai Harn Beach, Phuket, Thailand, 83130",2,25,0,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,0,8.9,8.4,7.9,8.5,9.1
Sino Inn Hotel (SHA Plus+),63,3 star,"8.2
Excellent
1,463 reviews","English, Thai","1,463 reviews","25/54 Maeluan Rd., Talad Nue, Phuket Town, Phuket, Thailand, 83000",,,,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,6,8.6,7.9,8.0,8.2,8.4
The Elysium Residence (SHA Plus+),80,3 star,"9.1
Exceptional
334 reviews","English, Thai",334 reviews,"87/63 Chao Fah Tawan Tok Road, Soi Jaofa 45, Chalong, Phuket, Thailand, 83130",220,,2016,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0,9.5,9.0,8.5,9.4,9.4
C & N Resort and Spa (SHA Plus+),88,3 star,"8.7
Excellent
326 reviews","English, Thai",326 reviews,"3 Sirirat Road, Patong, Phuket, Thailand, 83150",1,220,50,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,0,8.9,8.4,8.4,8.0,9.0
Malabar Pool Villa Phuket,192,3 star,"8.1
Excellent
32 reviews","English, Thai",32 reviews,"Srisutas, 1/6 Ratchada, Koh Sirey, Phuket, Thailand, 83000",1,33,1,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,0,8.9,8.8,7.5,9.1,9.1
99 Residence,44,3 star,"7.4
Very good
199 reviews","English, Hindi, Thai",199 reviews,"160/3 Phangmuang Sai Khor Road Pa Tong, , Patong, Phuket, Thailand, 83150",,,,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,7.3,6.0,5.3,8.7,8.0
"Impiana Private Villas Kata Noi, Phuket (SHA Extra Plus)","1,238",5 star,"8.4
Excellent
498 reviews","English, Thai",498 reviews,"10 Kata Noi Road, Moo 2, Karon District, Amphur Muang, Kata, Phuket, Thailand, 83100",11,,2010,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,0,8.7,8.3,8.6,9.2,8.9
Lady Naya Villas (SHA Plus+),184,5 star,"9.0
Exceptional
512 reviews","English, Chinese [Mandarin], Thai",512 reviews,"25/51 Soi Naya 3, Rawai, Nai Harn Beach, Phuket, Thailand, 83130",1,22,1,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0,9.4,9.0,8.5,9.6,9.4
Airport Pearl Residence,60,4.5 star,"9.1
Exceptional
35 reviews","Cable channels, Internet, TV, Wi-Fi",35 reviews,"Phuket Airport, Phuket, Thailand",,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,9.4,8.8,9.0,9.1,9.3
Patong Bay Residence,100,4 star,"8.1
Excellent
481 reviews","English, Chinese [Mandarin], Thai",481 reviews,"73/6 Phrabarami Rd Patong Krathu district Phuket, Patong, Phuket, Thailand, 83150",99,2017,220,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0,8.7,8.0,7.6,8.4,8.3
Phu NaNa Boutique Hotel (SHA Plus+),137,3 star,"8.7
Excellent
338 reviews","English, Chinese [Mandarin], Thai",338 reviews,"43/234 Moo7,T.Rawai, Nai Harn Beach, Phuket, Thailand, 83130",1,17,1,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0,9.1,8.6,7.6,9.2,9.2
MÃ¶venpick Resort Bangtao Beach Phuket,499,5 star,"8.5
Excellent
477 reviews","English, Bulgarian, Chinese [Mandarin], Filipino, French, German, Russian, Thai",477 reviews,"35 Moo 4, Cherngtalay, Thalang, Bang Thao, Phuket, Thailand, 83110",1,2009,40,True,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,0,9.1,8.4,8.1,9.0,9.2
X10 Seaview Suites at Panwa Beach (SHA Plus+),866,4 star,"8.9
Excellent
511 reviews","English, Filipino, Thai",511 reviews,"3/30 Moo#8 Tumbon Vichit Muang, Panwa Cape, Phuket, Thailand, 83000",0,220,10,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,0,9.2,8.8,8.6,9.3,9.3
X10 Seaview Suites at Panwa Beach (SHA Plus+),866,4 star,"8.9
Excellent
511 reviews","English, Filipino, Thai",511 reviews,"3/30 Moo#8 Tumbon Vichit Muang, Panwa Cape, Phuket, Thailand, 83000",0,220,10,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,0,9.2,8.8,8.6,9.3,9.3
Phuket Sea Resort (SHA Plus+),64,4 star,"7.5
Very good
752 reviews","English, Chinese [Mandarin], Thai",752 reviews,"54/14 Moo 6 Rawai Beach, Rawai, Phuket, Thailand, 83130",,,,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,0,7.5,7.1,8.1,7.5,7.7
Orchid Resortel,108,3 star,"8.4
Excellent
546 reviews","English, Thai",546 reviews,"169/28-29 Soi Saesabai, Raj-U-Thid 200 Pee Road, Patong, Phuket, Thailand, 83150",1,220,48,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,0,8.7,7.8,9.0,8.3,8.4
Andaman Bangtao Bay Resort,JMI,3 star,"8.3
Excellent
571 reviews","English, Thai",571 reviews,"82/9 Moo3 Cherngtalay Talang, Bang Thao, Phuket, Thailand, 83110",220,2012,2006,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,0,7.8,7.2,8.9,6.9,8.2
Silver Resortel,46,3 star,"8.0
Excellent
2,452 reviews","English, Thai","2,452 reviews","ถนน สวัสดิ์รักษ์, Patong, Phuket, Thailand, 83150",1,220,33,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,0,7.8,7.0,8.6,7.9,7.7
The Old Phuket Karon Beach Resort (SHA Plus+),148,4 star,"8.2
Excellent
1,291 reviews","English, Thai","1,291 reviews","192/36 Karon Road, Amphur Muang, Karon, Phuket, Thailand, 83100",4,184,4,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,0,8.4,8.0,8.5,8.2,8.2
Da Bungalows,82,3 star,"9.3
Exceptional
460 reviews","English, Thai",460 reviews,"235/1 Khoktanod Rd. T.Karon A.Muang, Kata, Phuket, Thailand, 83100",,,,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0,9.5,9.1,9.4,9.3,9.7
Supalai Scenic Bay Resort And Spa (SHA Plus+),117,4 star,"7.7
Very good
841 reviews","English, Thai",841 reviews,"69/9 Moo 6 Ao Po-Lang Daeng Road, Paklok, Thalang, Ao Por, Phuket, Thailand, 83110",2,2,3,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,0,8.0,7.6,6.8,7.9,8.0
Armoni Patong Beach Hotel,85,3 star,"7.7
Very good
1,374 reviews","English, Russian, Thai, Turkish","1,374 reviews","92/12-18 Thaweewong Road Soi Dr. Wattana, Patong, Phuket, Thailand, 83150",2017,,,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,0,7.6,6.7,8.7,7.8,7.8
Centara Kata Resort (SHA Plus+),182,4 star,"8.0
Excellent
642 reviews","English, Swedish, Thai",642 reviews,"54 Ked Kwan Road, Tambon Karon, Muang, Kata, Phuket, Thailand, 83100",2,,158,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,0,8.2,8.1,7.7,8.2,8.3
